seqnames,start,end,width,strand,gene_id
PvP01_01_v1,284868,287291,2424,+,PVP01_0105300
PvP01_01_v1,288436,292404,3969,+,PVP01_0105400
PvP01_01_v1,293802,296426,2625,+,PVP01_0105500
PvP01_01_v1,296834,299332,2499,-,PVP01_0105600
PvP01_01_v1,301890,310462,8573,-,PVP01_0105700
PvP01_01_v1,313457,316612,3156,-,PVP01_0105800
PvP01_01_v1,317975,318813,839,-,PVP01_0105900
PvP01_01_v1,319988,321940,1953,-,PVP01_0106000
PvP01_01_v1,322900,324101,1202,-,PVP01_0106100
PvP01_01_v1,325829,329578,3750,+,PVP01_0106200
PvP01_01_v1,329804,335677,5874,-,PVP01_0106300
PvP01_01_v1,336658,337194,537,+,PVP01_0106400
PvP01_01_v1,338072,338769,698,+,PVP01_0106500
PvP01_01_v1,339969,340247,279,-,PVP01_0106600
PvP01_01_v1,343060,348864,5805,-,PVP01_0106700
PvP01_01_v1,356193,357986,1794,+,PVP01_0106800
PvP01_01_v1,359018,361645,2628,+,PVP01_0106900
PvP01_01_v1,362104,362176,73,+,PVP01_0107000
PvP01_01_v1,362973,363044,72,-,PVP01_0107100
PvP01_01_v1,363928,363991,64,+,PVP01_0107200
PvP01_01_v1,365325,365397,73,-,PVP01_0107300
PvP01_01_v1,366257,372013,5757,-,PVP01_0107400
PvP01_01_v1,375340,378546,3207,+,PVP01_0107500
PvP01_01_v1,380468,382465,1998,+,PVP01_0107600
PvP01_01_v1,384778,388842,4065,+,PVP01_0107700
PvP01_01_v1,390005,390982,978,+,PVP01_0107800
PvP01_01_v1,394691,397972,3282,+,PVP01_0107900
PvP01_01_v1,399535,402940,3406,+,PVP01_0108000
PvP01_01_v1,404303,405082,780,+,PVP01_0108100
PvP01_01_v1,406549,409344,2796,+,PVP01_0108200
PvP01_01_v1,410446,410781,336,+,PVP01_0108300
PvP01_01_v1,411115,411324,210,-,PVP01_0108400
PvP01_01_v1,412356,415415,3060,-,PVP01_0108500
PvP01_01_v1,416241,417586,1346,+,PVP01_0108600
PvP01_01_v1,420718,423613,2896,+,PVP01_0108700
PvP01_01_v1,424944,427706,2763,-,PVP01_0108800
PvP01_01_v1,429049,429969,921,-,PVP01_0108900
PvP01_01_v1,431092,431736,645,-,PVP01_0109000
PvP01_01_v1,435685,438348,2664,+,PVP01_0109100
PvP01_01_v1,438994,439962,969,-,PVP01_0109200
PvP01_01_v1,442225,445633,3409,+,PVP01_0109300
PvP01_01_v1,448244,451489,3246,+,PVP01_0109400
PvP01_01_v1,452163,453137,975,-,PVP01_0109500
PvP01_01_v1,453522,460853,7332,-,PVP01_0109600
PvP01_01_v1,461918,465839,3922,-,PVP01_0109700
PvP01_01_v1,466979,467595,617,+,PVP01_0109800
PvP01_01_v1,468275,472179,3905,-,PVP01_0109900
PvP01_01_v1,473799,476003,2205,-,PVP01_0110000
PvP01_01_v1,477837,478991,1155,-,PVP01_0110100
PvP01_01_v1,481246,481458,213,+,PVP01_0110200
PvP01_01_v1,482039,489390,7352,-,PVP01_0110300
PvP01_01_v1,492030,502163,10134,-,PVP01_0110400
PvP01_01_v1,503634,505256,1623,+,PVP01_0110500
PvP01_01_v1,507279,512669,5391,+,PVP01_0110600
PvP01_01_v1,513302,514433,1132,-,PVP01_0110700
PvP01_01_v1,515346,516806,1461,+,PVP01_0110800
PvP01_01_v1,517040,518497,1458,-,PVP01_0110900
PvP01_01_v1,519629,520629,1001,-,PVP01_0111000
PvP01_01_v1,522872,523723,852,-,PVP01_0111100
PvP01_01_v1,524442,525440,999,-,PVP01_0111200
PvP01_01_v1,526035,527222,1188,+,PVP01_0111300
PvP01_01_v1,527779,531048,3270,-,PVP01_0111400
PvP01_01_v1,532838,533386,549,-,PVP01_0111500
PvP01_01_v1,536688,539282,2595,+,PVP01_0111600
PvP01_01_v1,540264,540749,486,+,PVP01_0111700
PvP01_01_v1,541039,543375,2337,-,PVP01_0111800
PvP01_01_v1,546578,548638,2061,+,PVP01_0111900
PvP01_01_v1,550427,550930,504,+,PVP01_0111950
PvP01_01_v1,550997,552047,1051,-,PVP01_0112000
PvP01_01_v1,553010,554065,1056,-,PVP01_0112100
PvP01_01_v1,557180,558817,1638,+,PVP01_0112200
PvP01_01_v1,559881,564446,4566,-,PVP01_0112300
PvP01_01_v1,565556,568846,3291,-,PVP01_0112400
PvP01_01_v1,569778,571260,1483,-,PVP01_0112500
PvP01_01_v1,572569,574248,1680,+,PVP01_0112600
PvP01_01_v1,574836,578285,3450,+,PVP01_0112700
PvP01_01_v1,579367,584255,4889,+,PVP01_0112800
PvP01_01_v1,585236,586743,1508,-,PVP01_0112900
PvP01_01_v1,587968,589202,1235,-,PVP01_0113000
PvP01_01_v1,591114,592334,1221,-,PVP01_0113100
PvP01_01_v1,594966,596353,1388,-,PVP01_0113200
PvP01_01_v1,597824,601609,3786,+,PVP01_0113300
PvP01_01_v1,601892,603584,1693,-,PVP01_0113400
PvP01_01_v1,604221,605585,1365,+,PVP01_0113500
PvP01_01_v1,607892,610837,2946,+,PVP01_0113600
PvP01_01_v1,611518,612924,1407,-,PVP01_0113700
PvP01_01_v1,614389,620930,6542,-,PVP01_0113800
PvP01_01_v1,621780,625007,3228,+,PVP01_0113900
PvP01_01_v1,626753,629323,2571,+,PVP01_0114000
PvP01_01_v1,630313,630873,561,-,PVP01_0114100
PvP01_01_v1,632062,637515,5454,+,PVP01_0114200
PvP01_01_v1,637656,642063,4408,-,PVP01_0114300
PvP01_01_v1,643347,644858,1512,-,PVP01_0114400
PvP01_01_v1,645674,648801,3128,+,PVP01_0114500
PvP01_01_v1,649532,651019,1488,+,PVP01_0114600
PvP01_01_v1,651963,653261,1299,+,PVP01_0114700
PvP01_01_v1,658723,663278,4556,+,PVP01_0114800
PvP01_01_v1,664719,665660,942,-,PVP01_0114900
PvP01_01_v1,669782,673234,3453,+,PVP01_0115000
PvP01_01_v1,673788,674980,1193,+,PVP01_0115100
PvP01_01_v1,682663,686262,3600,+,PVP01_0115200
PvP01_01_v1,688480,688770,291,-,PVP01_0115300
PvP01_01_v1,691445,693295,1851,-,PVP01_0115400
PvP01_01_v1,696219,698092,1874,+,PVP01_0115500
PvP01_01_v1,700507,701904,1398,+,PVP01_0115600
PvP01_01_v1,702548,703336,789,-,PVP01_0115700
PvP01_01_v1,704537,710722,6186,+,PVP01_0115800
PvP01_01_v1,712048,714004,1957,+,PVP01_0115900
PvP01_01_v1,714325,729860,15536,-,PVP01_0116000
PvP01_01_v1,731559,733664,2106,-,PVP01_0116100
PvP01_01_v1,734589,736589,2001,-,PVP01_0116200
PvP01_01_v1,737648,740963,3316,-,PVP01_0116300
PvP01_01_v1,743975,744899,925,+,PVP01_0116400
PvP01_01_v1,745540,746898,1359,-,PVP01_0116500
PvP01_01_v1,748606,756925,8320,-,PVP01_0116600
PvP01_01_v1,758026,761562,3537,-,PVP01_0116700
PvP01_01_v1,763437,766718,3282,-,PVP01_0116800
PvP01_01_v1,767750,769801,2052,-,PVP01_0116900
PvP01_01_v1,772077,774096,2020,+,PVP01_0117000
PvP01_01_v1,775416,778196,2781,+,PVP01_0117100
PvP01_01_v1,778390,780162,1773,-,PVP01_0117200
PvP01_01_v1,780980,781484,505,+,PVP01_0117300
PvP01_01_v1,781960,784201,2242,-,PVP01_0117400
PvP01_01_v1,786129,787659,1531,-,PVP01_0117500
PvP01_01_v1,788082,794548,6467,-,PVP01_0117600
PvP01_01_v1,795736,799626,3891,+,PVP01_0117700
PvP01_01_v1,799746,802745,3000,-,PVP01_0117800
PvP01_01_v1,804720,807929,3210,+,PVP01_0117900
PvP01_01_v1,808347,809009,663,-,PVP01_0118000
PvP01_01_v1,812732,820663,7932,+,PVP01_0118100
PvP01_01_v1,821394,825137,3744,-,PVP01_0118200
PvP01_01_v1,827451,838226,10776,-,PVP01_0118300
PvP01_01_v1,845642,848218,2577,+,PVP01_0118400
PvP01_01_v1,849088,854361,5274,-,PVP01_0118500
PvP01_01_v1,857010,857387,378,+,PVP01_0118600
PvP01_01_v1,858473,860197,1725,+,PVP01_0118700
PvP01_01_v1,862457,865487,3031,+,PVP01_0118800
PvP01_01_v1,866750,867637,888,+,PVP01_0118900
PvP01_01_v1,870829,870978,150,+,PVP01_0119000
PvP01_01_v1,872100,878526,6427,+,PVP01_0119100
PvP01_01_v1,882453,884809,2357,+,PVP01_0119200
PvP01_01_v1,887103,887911,809,-,PVP01_0119300
PvP01_01_v1,892656,893700,1045,+,PVP01_0119400
PvP01_01_v1,897799,899011,1213,+,PVP01_0119500
PvP01_01_v1,902743,903590,848,+,PVP01_0119600
PvP01_01_v1,905684,907105,1422,-,PVP01_0119700
PvP01_01_v1,910874,912605,1732,+,PVP01_0119800
PvP01_01_v1,914072,915980,1909,-,PVP01_0119900
PvP01_01_v1,918118,919103,986,+,PVP01_0120000
PvP01_01_v1,921231,923012,1782,+,PVP01_0120100
PvP01_01_v1,926939,928370,1432,-,PVP01_0120200
PvP01_01_v1,932033,933149,1117,-,PVP01_0120300
PvP01_01_v1,935655,937413,1759,-,PVP01_0120400
PvP01_01_v1,939459,940803,1345,+,PVP01_0120500
PvP01_01_v1,944484,945868,1385,+,PVP01_0120600
PvP01_01_v1,948584,949235,652,+,PVP01_0120700
PvP01_01_v1,950941,952056,1116,-,PVP01_0120800
PvP01_01_v1,955824,957169,1346,-,PVP01_0120900
PvP01_01_v1,960915,962558,1644,-,PVP01_0121000
PvP01_01_v1,966876,968158,1283,-,PVP01_0121100
PvP01_01_v1,971195,972645,1451,-,PVP01_0121200
PvP01_01_v1,975065,977431,2367,-,PVP01_0121300
PvP01_01_v1,980567,981710,1144,-,PVP01_0121400
PvP01_01_v1,985379,987143,1765,-,PVP01_0121500
PvP01_01_v1,990839,992956,2118,-,PVP01_0121600
PvP01_01_v1,995567,997400,1834,+,PVP01_0121700
PvP01_01_v1,1001848,1003138,1291,-,PVP01_0121800
PvP01_01_v1,1008886,1009605,720,+,PVP01_0121900
PvP01_01_v1,1012217,1012849,633,+,PVP01_0122000
PvP01_01_v1,1014103,1015727,1625,-,PVP01_0122100
PvP01_01_v1,1017882,1019504,1623,+,PVP01_0122200
PvP01_02_v1,420,1826,1407,+,PVP01_0200100
PvP01_02_v1,2870,6018,3149,-,PVP01_0200200
PvP01_02_v1,8463,10510,2048,-,PVP01_0200300
PvP01_02_v1,15932,16867,936,+,PVP01_0200400
PvP01_02_v1,21607,22684,1078,+,PVP01_0200500
PvP01_02_v1,26127,27212,1086,+,PVP01_0200600
PvP01_02_v1,30602,31711,1110,+,PVP01_0200700
PvP01_02_v1,35207,36284,1078,+,PVP01_0200800
PvP01_02_v1,39314,40590,1277,+,PVP01_0200900
PvP01_02_v1,43411,44863,1453,+,PVP01_0201000
PvP01_02_v1,52406,53573,1168,+,PVP01_0201100
PvP01_02_v1,58105,59673,1569,+,PVP01_0201200
PvP01_02_v1,62005,63090,1086,-,PVP01_0201300
PvP01_02_v1,66862,68329,1468,-,PVP01_0201400
PvP01_02_v1,71471,73320,1850,-,PVP01_0201500
PvP01_02_v1,76202,78180,1979,-,PVP01_0201600
PvP01_02_v1,82597,84232,1636,-,PVP01_0201700
PvP01_02_v1,88922,90224,1303,-,PVP01_0201800
PvP01_02_v1,94373,95363,991,-,PVP01_0201900
PvP01_02_v1,100155,102083,1929,+,PVP01_0202000
PvP01_02_v1,104507,105717,1211,-,PVP01_0202100
PvP01_02_v1,111022,112608,1587,+,PVP01_0202200
PvP01_02_v1,116393,118966,2574,+,PVP01_0202300
PvP01_02_v1,120546,121556,1011,-,PVP01_0202400
PvP01_02_v1,126144,127075,932,+,PVP01_0202500
PvP01_02_v1,134301,137645,3345,+,PVP01_0202600
PvP01_02_v1,140093,144454,4362,-,PVP01_0202700
PvP01_02_v1,145496,145642,147,-,PVP01_0202800
PvP01_02_v1,146233,148361,2129,-,PVP01_0202900
PvP01_02_v1,153743,158923,5181,-,PVP01_0203000
PvP01_02_v1,166896,167384,489,-,PVP01_0203100
PvP01_02_v1,169122,171605,2484,+,PVP01_0203200
PvP01_02_v1,171761,172420,660,+,PVP01_0203300
PvP01_02_v1,173803,177016,3214,-,PVP01_0203400
PvP01_02_v1,179627,180094,468,+,PVP01_0203500
PvP01_02_v1,180140,180940,801,+,PVP01_0203600
PvP01_02_v1,181861,183524,1664,+,PVP01_0203700
PvP01_02_v1,185044,187218,2175,-,PVP01_0203800
PvP01_02_v1,189245,192562,3318,+,PVP01_0203900
PvP01_02_v1,193184,193933,750,+,PVP01_0204000
PvP01_02_v1,196002,200884,4883,+,PVP01_0204100
PvP01_02_v1,201718,202299,582,+,PVP01_0204200
PvP01_02_v1,202953,204518,1566,-,PVP01_0204300
PvP01_02_v1,208734,210077,1344,+,PVP01_0204400
PvP01_02_v1,210931,216421,5491,-,PVP01_0204500
PvP01_02_v1,218248,223110,4863,-,PVP01_0204600
PvP01_02_v1,224299,225305,1007,+,PVP01_0204700
PvP01_02_v1,225948,226364,417,-,PVP01_0204800
PvP01_02_v1,226816,229146,2331,+,PVP01_0204900
PvP01_02_v1,229252,229935,684,-,PVP01_0205000
PvP01_02_v1,230449,231769,1321,-,PVP01_0205100
PvP01_02_v1,231963,235624,3662,-,PVP01_0205200
PvP01_02_v1,236397,238106,1710,-,PVP01_0205300
PvP01_02_v1,239127,239882,756,+,PVP01_0205400
PvP01_02_v1,240328,241029,702,+,PVP01_0205500
PvP01_02_v1,242136,242736,601,+,PVP01_0205600
PvP01_02_v1,243734,244389,656,+,PVP01_0205700
PvP01_02_v1,246062,247165,1104,+,PVP01_0205800
PvP01_02_v1,248223,249026,804,+,PVP01_0205900
PvP01_02_v1,249334,252807,3474,-,PVP01_0206000
PvP01_02_v1,254062,254880,819,-,PVP01_0206100
PvP01_02_v1,256976,259546,2571,-,PVP01_0206200
PvP01_02_v1,261049,264817,3769,+,PVP01_0206300
PvP01_02_v1,265358,267288,1931,+,PVP01_0206400
PvP01_02_v1,267710,268363,654,-,PVP01_0206500
PvP01_02_v1,270539,272799,2261,+,PVP01_0206600
PvP01_02_v1,273829,280107,6279,-,PVP01_0206700
PvP01_02_v1,284317,286422,2106,-,PVP01_0206800
PvP01_02_v1,287397,288625,1229,+,PVP01_0206900
PvP01_02_v1,290183,290863,681,+,PVP01_0207000
PvP01_02_v1,291002,294208,3207,-,PVP01_0207100
PvP01_02_v1,295115,296647,1533,-,PVP01_0207200
PvP01_02_v1,297497,308722,11226,-,PVP01_0207300
PvP01_02_v1,316611,321456,4846,+,PVP01_0207400
PvP01_02_v1,322434,322970,537,-,PVP01_0207500
PvP01_02_v1,324521,326820,2300,-,PVP01_0207600
PvP01_02_v1,327169,328551,1383,+,PVP01_0207700
PvP01_02_v1,328638,329949,1312,-,PVP01_0207800
PvP01_02_v1,330768,332615,1848,-,PVP01_0207900
PvP01_02_v1,333879,335555,1677,-,PVP01_0208000
PvP01_02_v1,337286,340963,3678,-,PVP01_0208100
PvP01_02_v1,342180,343058,879,-,PVP01_0208200
PvP01_02_v1,343817,347299,3483,-,PVP01_0208300
PvP01_02_v1,348843,350010,1168,-,PVP01_0208400
PvP01_02_v1,352862,356879,4018,+,PVP01_0208500
PvP01_02_v1,357818,358625,808,+,PVP01_0208600
PvP01_02_v1,360345,361496,1152,+,PVP01_0208700
PvP01_02_v1,362873,364951,2079,+,PVP01_0208800
PvP01_02_v1,365365,366810,1446,-,PVP01_0208900
PvP01_02_v1,368366,371100,2735,+,PVP01_0209000
PvP01_02_v1,372171,379484,7314,-,PVP01_0209100
PvP01_02_v1,384575,388834,4260,+,PVP01_0209200
PvP01_02_v1,389620,390714,1095,+,PVP01_0209300
PvP01_02_v1,391308,392067,760,+,PVP01_0209400
PvP01_02_v1,393224,393830,607,+,PVP01_0209500
PvP01_02_v1,394951,396693,1743,+,PVP01_0209600
PvP01_02_v1,397111,397551,441,-,PVP01_0209700
PvP01_02_v1,399462,399757,296,+,PVP01_0209800
PvP01_02_v1,400759,402474,1716,-,PVP01_0209900
PvP01_02_v1,403939,405855,1917,-,PVP01_0210000
PvP01_02_v1,406610,410059,3450,-,PVP01_0210100
PvP01_02_v1,410563,411411,849,+,PVP01_0210200
PvP01_02_v1,411790,413070,1281,-,PVP01_0210300
PvP01_02_v1,413850,425258,11409,-,PVP01_0210400
PvP01_02_v1,428658,430166,1509,+,PVP01_0210500
PvP01_02_v1,431777,434317,2541,-,PVP01_0210600
PvP01_02_v1,437231,438188,958,-,PVP01_0210700
PvP01_02_v1,439922,441430,1509,-,PVP01_0210800
PvP01_02_v1,443680,446361,2682,+,PVP01_0210900
PvP01_02_v1,446770,449253,2484,-,PVP01_0211000
PvP01_02_v1,449693,454241,4549,-,PVP01_0211100
PvP01_02_v1,455027,461088,6062,-,PVP01_0211200
PvP01_02_v1,463330,467790,4461,+,PVP01_0211300
PvP01_02_v1,469055,471196,2142,+,PVP01_0211400
PvP01_02_v1,473121,474648,1528,+,PVP01_0211500
PvP01_02_v1,476879,481150,4272,+,PVP01_0211600
PvP01_02_v1,482363,484102,1740,+,PVP01_0211700
PvP01_02_v1,485309,487204,1896,+,PVP01_0211800
PvP01_02_v1,488243,489805,1563,+,PVP01_0211900
PvP01_02_v1,491522,495616,4095,+,PVP01_0212000
PvP01_02_v1,495848,510075,14228,-,PVP01_0212100
PvP01_02_v1,512095,521495,9401,-,PVP01_0212200
PvP01_02_v1,526608,529129,2522,+,PVP01_0212300
PvP01_02_v1,529759,530268,510,-,PVP01_0212400
PvP01_02_v1,530437,531124,688,-,PVP01_0212500
PvP01_02_v1,532379,533965,1587,+,PVP01_0212600
PvP01_02_v1,534458,536977,2520,-,PVP01_0212700
PvP01_02_v1,538024,540720,2697,-,PVP01_0212800
PvP01_02_v1,542511,544064,1554,-,PVP01_0212900
PvP01_02_v1,545364,547727,2364,-,PVP01_0213000
PvP01_02_v1,548876,550047,1172,+,PVP01_0213100
PvP01_02_v1,550798,552897,2100,-,PVP01_0213200
PvP01_02_v1,553941,557219,3279,+,PVP01_0213300
PvP01_02_v1,557375,560506,3132,-,PVP01_0213400
PvP01_02_v1,562878,567950,5073,+,PVP01_0213500
PvP01_02_v1,570975,576824,5850,+,PVP01_0213600
PvP01_02_v1,577921,579161,1241,-,PVP01_0213700
PvP01_02_v1,581019,595997,14979,-,PVP01_0213800
PvP01_02_v1,597529,599428,1900,+,PVP01_0213900
PvP01_02_v1,600009,600749,741,-,PVP01_0214000
PvP01_02_v1,601324,602100,777,+,PVP01_0214100
PvP01_02_v1,602358,603491,1134,-,PVP01_0214200
PvP01_02_v1,605539,611657,6119,+,PVP01_0214300
PvP01_02_v1,612216,614985,2770,-,PVP01_0214400
PvP01_02_v1,616981,618471,1491,+,PVP01_0214500
PvP01_02_v1,618578,621291,2714,-,PVP01_0214600
PvP01_02_v1,622008,623088,1081,+,PVP01_0214700
PvP01_02_v1,624819,632570,7752,+,PVP01_0214800
PvP01_02_v1,633742,634571,830,+,PVP01_0214900
PvP01_02_v1,635406,638084,2679,-,PVP01_0215000
PvP01_02_v1,639439,640812,1374,+,PVP01_0215100
PvP01_02_v1,642024,644489,2466,+,PVP01_0215200
PvP01_02_v1,645756,646916,1161,+,PVP01_0215300
PvP01_02_v1,647099,649526,2428,-,PVP01_0215400
PvP01_02_v1,651351,651644,294,+,PVP01_0215500
PvP01_02_v1,653472,668753,15282,+,PVP01_0215600
PvP01_02_v1,669094,669638,545,-,PVP01_0215700
PvP01_02_v1,670381,673086,2706,+,PVP01_0215800
PvP01_02_v1,673911,677192,3282,-,PVP01_0215900
PvP01_02_v1,685473,689423,3951,+,PVP01_0216000
PvP01_02_v1,692462,693310,849,+,PVP01_0216100
PvP01_02_v1,694907,704284,9378,-,PVP01_0216200
PvP01_02_v1,707443,707515,73,+,PVP01_0216300
PvP01_02_v1,708605,708676,72,-,PVP01_0216400
PvP01_02_v1,711068,711644,577,+,PVP01_0216500
PvP01_02_v1,712677,713480,804,-,PVP01_0216600
PvP01_02_v1,716489,718256,1768,+,PVP01_0216700
PvP01_02_v1,724002,726529,2528,+,PVP01_0216800
PvP01_02_v1,729031,731306,2276,-,PVP01_0216900
PvP01_02_v1,734503,736528,2026,-,PVP01_0217000
PvP01_02_v1,739869,741095,1227,-,PVP01_0217100
PvP01_02_v1,744399,745643,1245,-,PVP01_0217200
PvP01_02_v1,749353,751600,2248,+,PVP01_0217300
PvP01_02_v1,752913,755492,2580,+,PVP01_0217400
PvP01_02_v1,757984,760276,2293,+,PVP01_0217500
PvP01_02_v1,762052,763202,1151,-,PVP01_0217600
PvP01_02_v1,765513,766812,1300,-,PVP01_0217700
PvP01_02_v1,769558,770980,1423,-,PVP01_0217800
PvP01_02_v1,773498,774798,1301,-,PVP01_0217900
PvP01_02_v1,776336,779547,3212,-,PVP01_0218000
PvP01_02_v1,784401,786587,2187,+,PVP01_0218100
PvP01_02_v1,790364,791693,1330,-,PVP01_0218200
PvP01_02_v1,793472,794938,1467,-,PVP01_0218300
PvP01_02_v1,796885,798411,1527,-,PVP01_0218400
PvP01_02_v1,805636,806653,1018,+,PVP01_0218500
PvP01_02_v1,809406,810302,897,+,PVP01_0218600
PvP01_02_v1,812738,813663,926,+,PVP01_0218700
PvP01_02_v1,817059,817549,491,+,PVP01_0218800
PvP01_02_v1,821677,822698,1022,+,PVP01_0218900
PvP01_02_v1,825971,826843,873,+,PVP01_0219000
PvP01_02_v1,834360,835336,977,+,PVP01_0219100
PvP01_02_v1,837978,838943,966,+,PVP01_0219200
PvP01_02_v1,842494,843500,1007,+,PVP01_0219300
PvP01_02_v1,845706,847531,1826,-,PVP01_0219400
PvP01_02_v1,849422,850884,1463,-,PVP01_0219500
PvP01_02_v1,853730,855071,1342,-,PVP01_0219600
PvP01_02_v1,857908,859215,1308,-,PVP01_0219700
PvP01_02_v1,864948,866564,1617,-,PVP01_0219800
PvP01_02_v1,868513,869621,1109,-,PVP01_0219900
PvP01_02_v1,872511,874319,1809,-,PVP01_0220000
PvP01_02_v1,876984,878588,1605,+,PVP01_0220100
PvP01_02_v1,880748,881729,982,+,PVP01_0220200
PvP01_02_v1,882190,883344,1155,+,PVP01_0220300
PvP01_02_v1,885423,886301,879,+,PVP01_0220400
PvP01_02_v1,888848,889564,717,+,PVP01_0220500
PvP01_02_v1,896976,898602,1627,-,PVP01_0220600
PvP01_02_v1,902662,903991,1330,-,PVP01_0220700
PvP01_02_v1,908166,909870,1705,-,PVP01_0220800
PvP01_02_v1,912464,914098,1635,-,PVP01_0220900
PvP01_02_v1,917414,918638,1225,-,PVP01_0221000
PvP01_02_v1,921645,922971,1327,-,PVP01_0221100
PvP01_02_v1,926891,928368,1478,-,PVP01_0221200
PvP01_02_v1,933554,934855,1302,-,PVP01_0221300
PvP01_02_v1,938288,939340,1053,-,PVP01_0221400
PvP01_02_v1,942126,942287,162,-,PVP01_0221500
PvP01_02_v1,942999,944593,1595,-,PVP01_0221600
PvP01_02_v1,947816,948902,1087,-,PVP01_0221700
PvP01_02_v1,952013,953393,1381,-,PVP01_0221800
PvP01_03_v1,5662,6553,892,-,PVP01_0300100
PvP01_03_v1,11640,12922,1283,+,PVP01_0300200
PvP01_03_v1,16583,18226,1644,+,PVP01_0300300
PvP01_03_v1,21471,23685,2215,-,PVP01_0300400
PvP01_03_v1,29884,30935,1052,+,PVP01_0300500
PvP01_03_v1,38922,40130,1209,+,PVP01_0300600
PvP01_03_v1,44811,46092,1282,+,PVP01_0300700
PvP01_03_v1,50343,51328,986,+,PVP01_0300800
PvP01_03_v1,55214,56050,837,+,PVP01_0300900
PvP01_03_v1,58489,59189,701,+,PVP01_0301000
PvP01_03_v1,66767,68612,1846,+,PVP01_0301100
PvP01_03_v1,70162,71267,1106,+,PVP01_0301200
PvP01_03_v1,73821,75744,1924,-,PVP01_0301300
PvP01_03_v1,77003,80192,3190,-,PVP01_0301400
PvP01_03_v1,84678,85456,779,+,PVP01_0301500
PvP01_03_v1,88060,88923,864,+,PVP01_0301600
PvP01_03_v1,92266,92995,730,+,PVP01_0301700
PvP01_03_v1,95224,95954,731,+,PVP01_0301800
PvP01_03_v1,98952,99736,785,+,PVP01_0301900
PvP01_03_v1,104389,105695,1307,+,PVP01_0302000
PvP01_03_v1,108061,109033,973,+,PVP01_0302100
PvP01_03_v1,109861,109934,74,+,PVP01_0302200
PvP01_03_v1,110557,112314,1758,-,PVP01_0302300
PvP01_03_v1,113487,114623,1137,+,PVP01_0302400
PvP01_03_v1,115169,116229,1061,-,PVP01_0302500
PvP01_03_v1,118170,129734,11565,+,PVP01_0302600
PvP01_03_v1,131592,132743,1152,+,PVP01_0302700
PvP01_03_v1,135393,138083,2691,+,PVP01_0302800
PvP01_03_v1,139933,142680,2748,-,PVP01_0302900
PvP01_03_v1,150288,153278,2991,-,PVP01_0303000
PvP01_03_v1,155417,158020,2604,-,PVP01_0303100
PvP01_03_v1,165049,169599,4551,+,PVP01_0303200
PvP01_03_v1,170205,170731,527,-,PVP01_0303300
PvP01_03_v1,171877,182656,10780,-,PVP01_0303400
PvP01_03_v1,185557,186293,737,-,PVP01_0303500
PvP01_03_v1,187410,190672,3263,-,PVP01_0303600
PvP01_03_v1,192753,193814,1062,-,PVP01_0303700
PvP01_03_v1,195716,197179,1464,-,PVP01_0303800
PvP01_03_v1,198605,199723,1119,-,PVP01_0303900
PvP01_03_v1,207317,219730,12414,+,PVP01_0304000
PvP01_03_v1,220119,222535,2417,-,PVP01_0304100
PvP01_03_v1,223586,225666,2081,-,PVP01_0304200
PvP01_03_v1,227064,228218,1155,-,PVP01_0304300
PvP01_03_v1,229512,231484,1973,-,PVP01_0304400
PvP01_03_v1,232747,238147,5401,-,PVP01_0304500
PvP01_03_v1,241956,244735,2780,+,PVP01_0304600
PvP01_03_v1,245783,253342,7560,-,PVP01_0304700
PvP01_03_v1,257031,266293,9263,+,PVP01_0304800
PvP01_03_v1,266883,267714,832,-,PVP01_0304900
PvP01_03_v1,268604,270872,2269,+,PVP01_0305000
PvP01_03_v1,271473,277745,6273,-,PVP01_0305100
PvP01_03_v1,281493,281807,315,+,PVP01_0305200
PvP01_03_v1,282744,285506,2763,-,PVP01_0305300
PvP01_03_v1,288367,289860,1494,+,PVP01_0305400
PvP01_03_v1,290919,292647,1729,-,PVP01_0305500
PvP01_03_v1,295918,296340,423,+,PVP01_0305600
PvP01_03_v1,297922,300043,2122,+,PVP01_0305700
PvP01_03_v1,300645,303365,2721,-,PVP01_0305800
PvP01_03_v1,307421,307855,435,+,PVP01_0305900
PvP01_03_v1,308800,312801,4002,+,PVP01_0306000
PvP01_03_v1,312904,314421,1518,-,PVP01_0306100
PvP01_03_v1,315192,323544,8353,-,PVP01_0306200
PvP01_03_v1,324467,325675,1209,-,PVP01_0306300
PvP01_03_v1,326610,327719,1110,+,PVP01_0306400
PvP01_03_v1,328034,329157,1124,-,PVP01_0306500
PvP01_03_v1,330806,332197,1392,+,PVP01_0306600
PvP01_03_v1,332984,333310,327,-,PVP01_0306700
PvP01_03_v1,335592,337103,1512,+,PVP01_0306800
PvP01_03_v1,339345,342821,3477,+,PVP01_0306900
PvP01_03_v1,343624,348889,5266,-,PVP01_0307000
PvP01_03_v1,351201,356027,4827,+,PVP01_0307100
PvP01_03_v1,356440,358542,2103,-,PVP01_0307200
PvP01_03_v1,359436,359960,525,-,PVP01_0307300
PvP01_03_v1,363002,366067,3066,+,PVP01_0307400
PvP01_03_v1,367070,368821,1752,+,PVP01_0307500
PvP01_03_v1,369323,371417,2095,-,PVP01_0307600
PvP01_03_v1,372776,374533,1758,-,PVP01_0307700
PvP01_03_v1,375864,377765,1902,-,PVP01_0307800
PvP01_03_v1,382085,385078,2994,+,PVP01_0307900
PvP01_03_v1,385950,389878,3929,-,PVP01_0308000
